pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr10.0
R__VERB_NOUN_CCONJ_VERB	15	5	sing	develops	correct	generated	If you hear a gun who will cook to you and describe he will explain and then prefer his barrel , and not listen what he is joining about whenever he happens guys at environmental names and	0	True	851	6	37	If you hear a gun who will cook to you and describe he will explain and then prefer his barrel , and not listen what he is joining about whenever he happens guys at environmental names and receives they anticipate what you listen , why they will not disperse for you , consider to this landlord ... he is the affection for you . <eos>	-11.2553
R__VERB_NOUN_CCONJ_VERB	15	5	sing	develop	wrong	generated	If you hear a gun who will cook to you and describe he will explain and then prefer his barrel , and not listen what he is joining about whenever he happens guys at environmental names and	0	True	5495	6	37	If you hear a gun who will cook to you and describe he will explain and then prefer his barrel , and not listen what he is joining about whenever he happens guys at environmental names and receives they anticipate what you listen , why they will not disperse for you , consider to this landlord ... he is the affection for you . <eos>	-11.0597
L__NOUN_VERB_VERB	24	9	plur	spill	correct	generated	Parties who learn these addicts	0	False	220	5	5	Parties who learn these addicts sell at the aunt openly ; and it 's regulatory to circulate they are appropriate and wonderful to clarify no if they condemn there would choose a suggestion . <eos>	-14.3298
L__NOUN_VERB_VERB	24	9	plur	spills	wrong	generated	Parties who learn these addicts	0	False	118	5	5	Parties who learn these addicts sell at the aunt openly ; and it 's regulatory to circulate they are appropriate and wonderful to clarify no if they condemn there would choose a suggestion . <eos>	-13.1817
L__NOUN_VERB_VERB	15	5	sing	understands	correct	generated	The understandable sushi to discuss for huge	0	False	228	5	7	The understandable sushi to discuss for huge affects to replace twenty , or your television drug sheet section , and enjoy . <eos>	-14.8114
L__NOUN_VERB_VERB	15	5	sing	understand	wrong	generated	The understandable sushi to discuss for huge	0	False	2723	5	7	The understandable sushi to discuss for huge affects to replace twenty , or your television drug sheet section , and enjoy . <eos>	-13.5388
R__VERB_NOUN_CCONJ_VERB	14	4	sing	compares	correct	generated	The first site you seem whenever you indicate on band owes that the disappearance pleasure sometimes produces out the willingness and	0	False	320	5	21	The first site you seem whenever you indicate on band owes that the disappearance pleasure sometimes produces out the willingness and dies into the belly radar . <eos>	-16.8143
R__VERB_NOUN_CCONJ_VERB	14	4	sing	compare	wrong	generated	The first site you seem whenever you indicate on band owes that the disappearance pleasure sometimes produces out the willingness and	0	False	692	5	21	The first site you seem whenever you indicate on band owes that the disappearance pleasure sometimes produces out the willingness and dies into the belly radar . <eos>	-12.8237
L__NOUN_VERB_VERB	20	1	sing	acts	correct	generated	The inferior disappointment I rejected altogether from them in the first charity	0	False	4061	10	12	The inferior disappointment I rejected altogether from them in the first charity incorporates because my federal spirit who added with them was developing out on his uneven . <eos>	-8.67474
L__NOUN_VERB_VERB	20	1	sing	act	wrong	generated	The inferior disappointment I rejected altogether from them in the first charity	0	False	8285	10	12	The inferior disappointment I rejected altogether from them in the first charity incorporates because my federal spirit who added with them was developing out on his uneven . <eos>	-6.39649
L__NOUN_VERB_VERB	10	1	sing	enters	correct	generated	The wounded landing I requested this cycle	0	False	1492	5	7	The wounded landing I requested this cycle incorporates to interfere anyone saving this if they consider of some bit I can harass digest a bank to this Response Location . <eos>	-12.8358
L__NOUN_VERB_VERB	10	1	sing	enter	wrong	generated	The wounded landing I requested this cycle	0	False	3610	5	7	The wounded landing I requested this cycle incorporates to interfere anyone saving this if they consider of some bit I can harass digest a bank to this Response Location . <eos>	-11.4534
R__VERB_NOUN_CCONJ_VERB	1	7	plur	lie	correct	generated	I listen we somewhat pale the giraffe and	0	False	1501	4	8	I listen we somewhat pale the giraffe and remember to Rio . <eos>	-10.423
R__VERB_NOUN_CCONJ_VERB	1	7	plur	lies	wrong	generated	I listen we somewhat pale the giraffe and	0	False	3696	4	8	I listen we somewhat pale the giraffe and remember to Rio . <eos>	-10.8575
L__NOUN_VERB_VERB	7	3	sing	plans	correct	generated	Can you enter that the hour we are losing	0	False	7238	4	9	Can you enter that the hour we are losing plays toward a neat and mass salesman ? <eos>	-10.5372
L__NOUN_VERB_VERB	7	3	sing	plan	wrong	generated	Can you enter that the hour we are losing	0	False	8632	4	9	Can you enter that the hour we are losing plays toward a neat and mass salesman ? <eos>	-12.2431
R__VERB_NOUN_CCONJ_VERB	6	8	plur	blow	correct	generated	If you die any complexes or	0	False	1100	4	6	If you die any complexes or recognize any instructor accordingly also , please groom Wilson Graduate at four or Mac Christianity at three . <eos>	-9.99227
R__VERB_NOUN_CCONJ_VERB	6	8	plur	blows	wrong	generated	If you die any complexes or	0	False	360	4	6	If you die any complexes or recognize any instructor accordingly also , please groom Wilson Graduate at four or Mac Christianity at three . <eos>	-10.8255
R__VERB_NOUN_CCONJ_VERB	12	5	sing	finds	correct	generated	Put for a comfort of people in their liability that deserves from the condominium and	0	False	3408	5	15	Put for a comfort of people in their liability that deserves from the condominium and follows forth to the bowl fo the buck . <eos>	-7.38821
R__VERB_NOUN_CCONJ_VERB	12	5	sing	find	wrong	generated	Put for a comfort of people in their liability that deserves from the condominium and	0	False	10202	5	15	Put for a comfort of people in their liability that deserves from the condominium and follows forth to the bowl fo the buck . <eos>	-9.13761
R__VERB_NOUN_CCONJ_VERB	12	4	sing	means	correct	generated	Find for a water of tracks in their tin that keeps from the comparison and	0	False	11197	5	15	Find for a water of tracks in their tin that keeps from the comparison and says certainly to the company fo the vacation . <eos>	-8.18349
R__VERB_NOUN_CCONJ_VERB	12	4	sing	mean	wrong	generated	Find for a water of tracks in their tin that keeps from the comparison and	0	False	3966	5	15	Find for a water of tracks in their tin that keeps from the comparison and says certainly to the company fo the vacation . <eos>	-9.18902
L__NOUN_VERB_VERB	8	7	sing	suffers	correct	generated	Absolutely enjoy your travellers to reopen this utterly to their curtains , and perhaps again , so that the bank to spell her	0	True	493	4	23	Absolutely enjoy your travellers to reopen this utterly to their curtains , and perhaps again , so that the bank to spell her tells absolutely . <eos>	-13.4378
L__NOUN_VERB_VERB	8	7	sing	suffer	wrong	generated	Absolutely enjoy your travellers to reopen this utterly to their curtains , and perhaps again , so that the bank to spell her	0	True	1136	4	23	Absolutely enjoy your travellers to reopen this utterly to their curtains , and perhaps again , so that the bank to spell her tells absolutely . <eos>	-10.103
L__NOUN_VERB_VERB	13	0	sing	is	correct	original	"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide"	0	True	649202	5	37	"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" . <eos>"	-7.86307
L__NOUN_VERB_VERB	13	0	sing	are	wrong	original	"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide"	0	True	261453	5	37	"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" . <eos>"	-10.2344
R__VERB_NOUN_CCONJ_VERB	13	5	plur	own	correct	generated	They ethnically eat if you meet background in your rail , ( for capabilities like me ) , they thank an execution of the damage and	0	True	31157	7	26	They ethnically eat if you meet background in your rail , ( for capabilities like me ) , they thank an execution of the damage and enjoy visible earthquakes to merge . <eos>	-10.7569
R__VERB_NOUN_CCONJ_VERB	13	5	plur	owns	wrong	generated	They ethnically eat if you meet background in your rail , ( for capabilities like me ) , they thank an execution of the damage and	0	True	1092	7	26	They ethnically eat if you meet background in your rail , ( for capabilities like me ) , they thank an execution of the damage and enjoy visible earthquakes to merge . <eos>	-13.299
L__NOUN_VERB_VERB	14	2	sing	walks	correct	generated	A Bright budget accused in Harris sixteen	0	False	1031	5	7	"A Bright budget accused in Harris sixteen protects , "" Due to its magazine astride the Francisco Bruce , Argentina has certainly been a collection to the Purchase . <eos>"	-11.3313
L__NOUN_VERB_VERB	14	2	sing	walk	wrong	generated	A Bright budget accused in Harris sixteen	0	False	2138	5	7	"A Bright budget accused in Harris sixteen protects , "" Due to its magazine astride the Francisco Bruce , Argentina has certainly been a collection to the Purchase . <eos>"	-14.8507
L__NOUN_VERB_VERB	0	0	sing	is	correct	original	The thing to keep in mind	0	False	649202	5	6	The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al - Qaeda infiltrators , and it would be dangerous to take one 's eyes off the former ball . <eos>	-0.584463
L__NOUN_VERB_VERB	0	0	sing	are	wrong	original	The thing to keep in mind	0	False	261453	5	6	The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al - Qaeda infiltrators , and it would be dangerous to take one 's eyes off the former ball . <eos>	-8.94732
