pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	9	8	plur	tells	wrong	generated	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him	1	True	4064	4	19	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him learn to enter the operations who arrive him . <eos>	-13.4599	-14.5049	-13.004	-12.8375	-17.1726	-12.7959	-14.0839	-14.2254	-11.1595	-12.5182	-12.4049	-12.8286	-10.9738	-12.0427	-13.1089	-12.6934	-13.4071	-11.8797	-14.6444	-13.6894	-12.7154	-13.4716	-14.6737	-14.8314	-15.469	-13.2886	-14.1279	-13.5193	-13.4195	-13.8903	-13.5764	-13.2039	-12.9693	-11.5689	-12.8622	-12.8201
L__NOUN_VERB_VERB	12	3	plur	eat	correct	generated	Excellent militias that politically would seek	1	False	1652	5	6	Excellent militias that politically would seek appreciate surgeons , county , Miller cigarette and some games of conferences . <eos>	-13.5222	-15.4545	-15.2607	-15.5557	-18.3417	-14.1357	-14.9947	-18.7029	-13.4416	-13.8271	-18.2483	-20.2124	-12.2532	-16.8647	-14.1892	-14.2972	-15.7297	-20.1589	-16.7396	-18.7048	-15.3764	-16.9953	-17.8871	-17.2443	-19.0588	-19.3332	-15.8114	-18.8914	-16.232	-18.3532	-16.1545	-13.8006	-15.9431	-13.2503	-15.3036	-16.3705
L__NOUN_VERB_VERB	12	3	plur	eats	wrong	generated	Excellent militias that politically would seek	1	False	232	5	6	Excellent militias that politically would seek appreciate surgeons , county , Miller cigarette and some games of conferences . <eos>	-18.5136	-16.7697	-17.9328	-18.1857	-18.3308	-15.9157	-17.8463	-20.8589	-15.2231	-15.4132	-20.5046	-18.9562	-15.5259	-17.7949	-17.6016	-17.2657	-22.1266	-20.14	-19.5165	-21.2163	-19.2397	-19.7464	-20.2619	-20.5377	-21.8922	-20.3525	-17.9915	-20.9703	-17.7425	-19.9174	-18.802	-15.8021	-17.7712	-14.8152	-17.6382	-19.7596
L__NOUN_VERB_VERB	11	6	plur	address	correct	generated	The unusual former thanks that rapidly would knock from dessert	2	False	3744	7	10	The unusual former thanks that rapidly would knock from dessert arrive cult , secretary , flooring , tuna , civilian cap and damp lifeboats of characters and revisions -- mad as the NW farm . <eos>	-16.5645	-15.1052	-16.3138	-13.94	-16.7693	-14.8658	-15.4073	-15.6591	-13.5442	-14.5764	-16.6824	-15.1528	-13.4307	-14.1152	-16.4596	-13.6742	-16.6901	-18.0157	-14.9157	-16.3175	-18.7303	-14.3284	-15.128	-16.7733	-20.1817	-15.9755	-14.7948	-20.4054	-16.6497	-14.0603	-12.6339	-14.2146	-15.0858	-13.5065	-16.7433	-12.3918
L__NOUN_VERB_VERB	11	6	plur	addresses	wrong	generated	The unusual former thanks that rapidly would knock from dessert	2	False	938	7	10	The unusual former thanks that rapidly would knock from dessert arrive cult , secretary , flooring , tuna , civilian cap and damp lifeboats of characters and revisions -- mad as the NW farm . <eos>	-15.8125	-14.1732	-13.4271	-12.1856	-16.5962	-12.7155	-13.8579	-17.3433	-11.8691	-12.5952	-15.0214	-14.6311	-11.6398	-14.5316	-15.9298	-12.4703	-12.3265	-16.6955	-15.2033	-17.1266	-15.1705	-14.3727	-12.1221	-11.8978	-15.9597	-14.0198	-13.016	-13.0135	-15.0886	-11.6313	-13.06	-11.9862	-12.7485	-12.2832	-14.1979	-13.9489
L__NOUN_VERB_VERB	10	2	sing	understands	correct	generated	The feasible faction I discussed this pocket	0	False	228	5	7	The feasible faction I discussed this pocket objects to explode anyone reviewing this if they sell of some chicken I can spawn decide a potato to this Counsel PR . <eos>	-11.8595	-12.3638	-12.4702	-12.7897	-11.8937	-12.9112	-12.5603	-13.9105	-13.5987	-12.7543	-12.9454	-14.411	-13.1845	-12.6762	-12.959	-13.1068	-12.8729	-13.7282	-12.6683	-13.6616	-15.1877	-12.2932	-12.9632	-13.5911	-14.8909	-15.6381	-13.3186	-13.2977	-12.8736	-14.1828	-12.7866	-12.2039	-13.7934	-13.2315	-12.4978	-15.8018
L__NOUN_VERB_VERB	10	2	sing	understand	wrong	generated	The feasible faction I discussed this pocket	0	False	2723	5	7	The feasible faction I discussed this pocket objects to explode anyone reviewing this if they sell of some chicken I can spawn decide a potato to this Counsel PR . <eos>	-11.8037	-12.0324	-12.9989	-13.8423	-12.6	-14.5166	-13.3866	-13.3567	-14.0076	-12.5545	-13.2664	-14.123	-13.2054	-13.7725	-12.8154	-13.9779	-13.8162	-13.6269	-12.5712	-12.9163	-13.4302	-12.2895	-14.3198	-12.9484	-13.5443	-13.178	-13.016	-12.4569	-11.5997	-12.2175	-12.2341	-13.368	-13.7056	-15.0404	-12.3059	-14.9252
L__NOUN_VERB_VERB	21	0	sing	is	correct	original	The only neurological sign that he shows	1	False	649202	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>	-3.6429	-6.3197	-4.10745	-3.26558	-5.23057	-6.85603	-4.82346	-5.60838	-5.92129	-5.67082	-5.16718	-3.16934	-6.1826	-2.90312	-5.45945	-4.47501	-4.88133	-5.94083	-4.94752	-6.38767	-6.44428	-4.23829	-8.46649	-4.33114	-6.73227	-6.77913	-4.74649	-7.1497	-3.85463	-4.21593	-4.15363	-5.96503	-3.01467	-6.49073	-2.25357	-2.96866
L__NOUN_VERB_VERB	21	0	sing	are	wrong	original	The only neurological sign that he shows	1	False	261453	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>	-5.12111	-7.31194	-5.75029	-5.61803	-7.01695	-6.39657	-6.47199	-6.7034	-5.82627	-6.27603	-6.24168	-3.98241	-5.3407	-5.52763	-7.17883	-5.70558	-6.73271	-7.09457	-5.13875	-5.63267	-6.90813	-3.57786	-7.4648	-5.57273	-6.03625	-7.32321	-6.7996	-7.48599	-6.73524	-6.22022	-5.14802	-6.91082	-4.84534	-7.19936	-4.85203	-4.88826
L__NOUN_VERB_VERB	15	2	sing	appears	correct	generated	The outstanding cell to sell for gullible	0	False	7012	5	7	The outstanding cell to sell for gullible indicates to bother three , or your cafeteria salsa technology personality , and ensure . <eos>	-12.801	-12.5569	-12.6266	-11.0009	-12.1609	-10.8625	-12.4627	-16.2289	-10.9573	-10.2914	-12.9437	-11.5716	-11.137	-11.3953	-12.139	-12.1551	-14.5535	-12.617	-12.2904	-12.7538	-12.8897	-14.9592	-11.3281	-12.8644	-12.6125	-12.6282	-14.5952	-15.1537	-12.2804	-14.8975	-10.7831	-9.99263	-12.1796	-11.9288	-11.7243	-14.3135
L__NOUN_VERB_VERB	15	2	sing	appear	wrong	generated	The outstanding cell to sell for gullible	0	False	7652	5	7	The outstanding cell to sell for gullible indicates to bother three , or your cafeteria salsa technology personality , and ensure . <eos>	-12.3098	-13.6061	-13.2617	-12.8562	-18.0755	-13.0061	-12.4075	-17.5498	-12.5118	-12.0595	-14.7967	-11.9166	-11.9074	-12.4322	-12.3016	-13.0172	-13.73	-14.0812	-12.469	-13.4349	-15.0013	-16.1537	-12.6757	-13.972	-13.8593	-13.7894	-14.9417	-12.4085	-13.7679	-14.2264	-11.2709	-11.8267	-13.0814	-12.5464	-12.1129	-14.6495
L__NOUN_VERB_VERB	3	6	sing	states	correct	generated	I put the confidante you signed to me	0	False	14851	5	8	I put the confidante you signed to me happens to the God Giovanni at Atlanta ( collected in Hyatt ) . <eos>	-15.6753	-15.6785	-15.337	-14.7411	-12.2337	-14.0632	-13.301	-14.2577	-12.9241	-14.5585	-12.2017	-13.894	-13.0577	-13.6308	-15.0281	-14.693	-14.1954	-13.3353	-13.9503	-11.5921	-16.1546	-12.2711	-17.5245	-15.4559	-15.2746	-11.7078	-12.7029	-13.5997	-13.6894	-13.7305	-14.1187	-13.7267	-11.7123	-15.0176	-13.2207	-12.4755
L__NOUN_VERB_VERB	3	6	sing	state	wrong	generated	I put the confidante you signed to me	0	False	41160	5	8	I put the confidante you signed to me happens to the God Giovanni at Atlanta ( collected in Hyatt ) . <eos>	-12.5949	-12.7898	-12.341	-12.041	-10.956	-12.0299	-11.7677	-12.7651	-11.2885	-13.1158	-10.2607	-10.4626	-10.6628	-10.931	-11.1672	-12.907	-13.4465	-11.0453	-11.9016	-9.7796	-13.4379	-10.1046	-13.2059	-12.7014	-12.6295	-9.03519	-10.3205	-12.4008	-11.8444	-12.212	-11.8955	-12.7854	-10.954	-11.9188	-11.7766	-11.6318
R__VERB_NOUN_CCONJ_VERB	11	2	sing	develops	correct	generated	This hardness of zinc walks around the tail s correlation and rounds and	0	False	851	9	13	This hardness of zinc walks around the tail s correlation and rounds and gives a hitch for the stuff actually on the youth of the lighting in process of proposal pages . <eos>	-10.9817	-10.5496	-8.97336	-9.72649	-8.25479	-9.3757	-9.59569	-11.1615	-10.1916	-9.38453	-10.0348	-11.1036	-9.99809	-9.98355	-11.2981	-9.60459	-9.58762	-7.64459	-9.49601	-9.37426	-8.95513	-10.3805	-9.04084	-9.87471	-9.43171	-11.1461	-9.75294	-8.11862	-9.39111	-8.60569	-9.53097	-9.23393	-9.4621	-9.79521	-9.62529	-11.2051
R__VERB_NOUN_CCONJ_VERB	11	2	sing	develop	wrong	generated	This hardness of zinc walks around the tail s correlation and rounds and	0	False	5495	9	13	This hardness of zinc walks around the tail s correlation and rounds and gives a hitch for the stuff actually on the youth of the lighting in process of proposal pages . <eos>	-8.58828	-8.93356	-7.88471	-7.74413	-6.33827	-9.48726	-10.1051	-8.99295	-8.51254	-8.11359	-8.76427	-9.18775	-8.26146	-8.94991	-8.93	-8.31066	-6.45121	-7.24302	-7.19111	-7.97965	-8.11454	-8.76702	-6.9588	-7.92262	-8.02371	-11.1406	-7.52854	-7.74958	-7.91784	-9.32487	-8.39299	-8.30465	-8.07301	-8.93839	-8.98088	-9.59542
L__NOUN_VERB_VERB	23	1	sing	presents	correct	generated	Well , unless electronically thus the third son he wrote in the cafe	0	True	1459	6	13	Well , unless electronically thus the third son he wrote in the cafe depends out . <eos>	-10.8671	-9.185	-10.4576	-10.0929	-10.068	-11.6997	-9.75755	-11.4814	-10.8804	-12.4192	-12.3517	-9.53819	-10.5803	-11.3054	-9.799	-10.2202	-9.65793	-12.6269	-12.3453	-13.5849	-10.4225	-12.9298	-10.4089	-8.79126	-9.14862	-11.7746	-12.0766	-10.4848	-12.0421	-10.913	-10.4715	-11.8694	-12.8345	-9.75659	-8.73783	-12.1003
L__NOUN_VERB_VERB	23	1	sing	present	wrong	generated	Well , unless electronically thus the third son he wrote in the cafe	0	True	22600	6	13	Well , unless electronically thus the third son he wrote in the cafe depends out . <eos>	-12.2975	-12.1347	-13.9306	-11.1536	-12.3134	-11.4959	-12.2062	-11.6843	-11.0947	-11.464	-12.6571	-9.62242	-11.0772	-12.202	-11.6459	-13.0405	-13.7	-15.7148	-14.2211	-13.61	-13.9059	-14.5186	-14.3703	-13.9564	-11.912	-11.7825	-13.0389	-13.3915	-12.5299	-11.6077	-12.6969	-13.2359	-12.3199	-10.6934	-11.6801	-8.89802
L__NOUN_VERB_VERB	23	7	sing	spills	correct	generated	Well , unless originally desperately the third quo he recruited in the sampler	0	True	118	6	13	Well , unless originally desperately the third quo he recruited in the sampler thinks out . <eos>	-16.2923	-15.5315	-16.0117	-15.6813	-17.8794	-16.4689	-16.7674	-16.4176	-15.4333	-17.3834	-16.3972	-16.3391	-15.3699	-15.4503	-15.554	-15.5029	-16.9973	-17.2574	-15.1506	-19.0194	-17.7965	-16.5282	-17.9824	-17.8166	-15.6396	-18.274	-15.2348	-17.3551	-15.9943	-17.7022	-16.0649	-15.9492	-15.9158	-15.4817	-16.219	-16.7079
L__NOUN_VERB_VERB	23	7	sing	spill	wrong	generated	Well , unless originally desperately the third quo he recruited in the sampler	0	True	220	6	13	Well , unless originally desperately the third quo he recruited in the sampler thinks out . <eos>	-14.604	-14.7525	-14.0743	-14.0025	-18.2707	-15.8805	-15.6995	-14.5441	-14.1099	-16.4114	-15.3218	-15.6411	-14.3036	-14.3257	-14.2009	-14.1404	-14.6888	-15.775	-14.3712	-16.3206	-14.7631	-13.8795	-16.3587	-16.0366	-15.5568	-17.6084	-13.9551	-16.6743	-15.2239	-14.2315	-15.303	-15.3449	-14.6423	-13.4887	-14.793	-15.9912
L__NOUN_VERB_VERB	4	1	sing	approves	correct	generated	My p with attending the clerk militarily	0	False	78	6	7	My p with attending the clerk militarily appears , could it be arrested that typically everyone happened the consumer would or could attain at any logic , since we sometime confirmed Heaven and Falls and if they pounded they might have developed a crowded chair ?? <eos>	-10.5593	-11.5761	-13.445	-10.8806	-15.5552	-13.9872	-11.9487	-16.1528	-14.1719	-13.2148	-14.8027	-13.9313	-14.376	-13.9302	-12.4473	-11.9424	-14.2207	-12.9738	-12.3631	-13.064	-11.4317	-11.1286	-12.1446	-15.6869	-17.5404	-12.587	-12.1175	-12.9405	-10.423	-15.4172	-13.9759	-13.1156	-11.6856	-13.9283	-12.304	-16.2319
L__NOUN_VERB_VERB	4	1	sing	approve	wrong	generated	My p with attending the clerk militarily	0	False	536	6	7	My p with attending the clerk militarily appears , could it be arrested that typically everyone happened the consumer would or could attain at any logic , since we sometime confirmed Heaven and Falls and if they pounded they might have developed a crowded chair ?? <eos>	-12.3228	-12.53	-14.3829	-11.8448	-18.9546	-12.8851	-11.541	-15.448	-12.1594	-12.5448	-16.0203	-16.1555	-12.6209	-14.0102	-11.634	-12.8985	-14.6351	-14.0212	-12.7161	-15.0323	-11.2469	-11.6273	-12.9695	-15.4633	-16.6427	-14.4663	-12.0142	-15.6378	-10.7963	-14.7728	-12.8783	-11.7484	-11.0959	-11.8509	-12.4603	-15.133
L__NOUN_VERB_VERB	15	0	sing	is	correct	original	The only way to know for sure	0	False	649202	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>	-4.40221	-2.66728	-5.35284	-3.94802	-3.18725	-5.12239	-4.46766	-4.4622	-4.42301	-5.85663	-3.55751	-4.09073	-4.70375	-4.60454	-4.40309	-4.5074	-4.14785	-4.655	-3.36088	-2.71947	-3.06408	-4.92264	-3.43032	-4.1444	-4.00465	-4.66533	-5.60028	-3.71349	-3.97623	-5.43281	-4.65838	-5.59914	-4.06201	-4.2815	-4.73816	-3.24335
L__NOUN_VERB_VERB	15	0	sing	are	wrong	original	The only way to know for sure	0	False	261453	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>	-6.9873	-5.9052	-7.93887	-7.30843	-5.82294	-8.60739	-7.68315	-6.29836	-6.10327	-7.67887	-6.77806	-4.08313	-6.89307	-7.12116	-7.224	-7.45046	-7.23871	-8.67361	-7.25154	-5.33946	-6.10044	-7.36021	-5.29556	-8.71211	-6.62875	-7.33596	-7.23029	-6.10438	-6.71815	-8.37914	-7.47194	-8.14942	-5.70385	-6.10188	-6.37703	-6.44149
L__NOUN_VERB_VERB	15	1	sing	asks	correct	generated	The empty delivery to develop for flexible	0	False	1751	5	7	The empty delivery to develop for flexible includes to create thirty , or your cop miracle centre trial , and ignore . <eos>	-16.8588	-14.9832	-15.1149	-16.3434	-16.7001	-15.9686	-15.33	-15.3768	-14.5971	-16.3539	-16.3835	-18.6185	-14.0467	-14.8743	-15.7653	-15.7074	-19.4403	-17.091	-15.2212	-17.0397	-15.6209	-17.0869	-16.9328	-16.5399	-17.3047	-18.4741	-15.9445	-16.7093	-15.9067	-15.8694	-16.0142	-16.8686	-14.9617	-14.0178	-15.4825	-16.9746
L__NOUN_VERB_VERB	15	1	sing	ask	wrong	generated	The empty delivery to develop for flexible	0	False	1771	5	7	The empty delivery to develop for flexible includes to create thirty , or your cop miracle centre trial , and ignore . <eos>	-16.9103	-15.7978	-15.8641	-17.1362	-17.4079	-17.5509	-16.4376	-17.7285	-15.4331	-17.0889	-15.8953	-18.3693	-14.8761	-15.6987	-16.3833	-16.6487	-17.2623	-17.5298	-16.716	-17.6637	-16.4111	-15.8785	-17.401	-17.0121	-18.4239	-19.2385	-16.4915	-17.8469	-16.1833	-17.0584	-15.9916	-17.2682	-14.9741	-15.7576	-16.4323	-17.9247
L__NOUN_VERB_VERB	14	1	sing	sinks	correct	generated	A Reagan suggestion equipped in Disney five	0	False	178	5	7	"A Reagan suggestion equipped in Disney five melts , "" Due to its cage astride the Sport Southwest , Iraq has mainly been a notion to the Chess . <eos>"	-14.5524	-14.3796	-15.7795	-14.887	-15.177	-16.1051	-15.0923	-16.2177	-15.1539	-16.064	-14.61	-16.3863	-15.4037	-15.3738	-14.597	-16.1437	-14.7593	-18.7031	-15.6707	-15.8243	-14.0587	-19.1978	-14.6954	-14.8318	-15.7279	-17.416	-14.0376	-14.4867	-14.9477	-14.8934	-16.0742	-16.3962	-16.1682	-15.2198	-14.2282	-16.8018
L__NOUN_VERB_VERB	14	1	sing	sink	wrong	generated	A Reagan suggestion equipped in Disney five	0	False	580	5	7	"A Reagan suggestion equipped in Disney five melts , "" Due to its cage astride the Sport Southwest , Iraq has mainly been a notion to the Chess . <eos>"	-16.9831	-14.9827	-15.6691	-15.5053	-19.1838	-16.1598	-15.6426	-16.3258	-17.7781	-16.488	-16.2687	-17.3803	-16.8811	-16.8819	-15.4009	-15.8265	-16.4606	-19.5246	-18.3886	-21.6017	-19.3968	-20.7211	-16.1701	-15.3252	-18.8079	-20.2729	-14.2091	-17.7201	-16.6317	-17.2374	-18.13	-16.6282	-16.5099	-16.7331	-15.8407	-19.0481
R__VERB_NOUN_CCONJ_VERB	2	2	plur	tell	correct	generated	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and	0	True	2668	7	18	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and respond whatsoever to deadline the coffee after we dislike ) <eos>	-12.3441	-9.1963	-8.9376	-8.41088	-8.53409	-9.17354	-9.4595	-8.53391	-9.58438	-9.50729	-9.29804	-10.7721	-9.14242	-6.89841	-6.58566	-8.66856	-8.86372	-9.62056	-7.95331	-9.0994	-6.68299	-7.45965	-9.60104	-9.19354	-6.1453	-8.26279	-7.51932	-7.81188	-8.30951	-7.61343	-8.37182	-9.28905	-6.99144	-9.80667	-7.76902	-8.16398
R__VERB_NOUN_CCONJ_VERB	2	2	plur	tells	wrong	generated	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and	0	True	4064	7	18	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and respond whatsoever to deadline the coffee after we dislike ) <eos>	-10.0363	-7.33977	-8.73721	-8.85365	-10.2771	-7.19557	-9.71189	-8.48562	-7.42405	-7.67054	-9.37479	-9.18139	-7.91611	-7.79859	-8.34794	-8.03079	-7.8231	-8.32596	-10.9494	-10.1886	-9.30786	-7.86266	-7.56001	-7.83459	-9.32421	-8.58587	-7.49039	-9.53691	-7.00779	-8.52782	-10.0185	-7.46651	-8.6498	-7.65214	-7.5644	-8.04006
R__VERB_NOUN_CCONJ_VERB	5	9	plur	recommend	correct	generated	Buy me testify if you realize any controllers or	0	False	454	4	9	Buy me testify if you realize any controllers or tolerate anything extracurricular . <eos>	-10.2527	-11.0177	-10.7149	-10.34	-11.1073	-11.3514	-10.212	-12.2529	-10.8083	-10.4318	-13.8011	-12.1714	-10.775	-10.7821	-10.7957	-10.0422	-10.025	-13.2469	-12.4627	-10.3609	-13.9492	-11.637	-11.0802	-11.9702	-12.4896	-9.32617	-12.659	-12.8994	-11.1012	-12.1105	-10.1132	-10.3238	-11.3058	-11.2284	-10.9217	-10.9454
R__VERB_NOUN_CCONJ_VERB	5	9	plur	recommends	wrong	generated	Buy me testify if you realize any controllers or	0	False	311	4	9	Buy me testify if you realize any controllers or tolerate anything extracurricular . <eos>	-12.5056	-13.1113	-12.5249	-12.7675	-15.4727	-13.1842	-13.4892	-13.4872	-13.3537	-12.8818	-14.501	-15.7801	-12.9138	-12.7652	-11.9321	-12.8419	-14.1466	-16.3217	-13.9535	-15.4315	-15.368	-13.7307	-13.3739	-14.4039	-12.1618	-14.1417	-13.2653	-14.4895	-12.8133	-14.0691	-12.4548	-12.6978	-12.6118	-13.5259	-12.8146	-11.8261
R__VERB_NOUN_CCONJ_VERB	8	7	sing	dries	correct	generated	It runs the zoo for biologist ease and	0	False	73	7	8	It runs the zoo for biologist ease and refers , “ We are suspected that the February should not engage with distinguishing - sponsorship preachers who realize to vomit and deliver continually and immensely in the min , neighborhoods , and periods of convinced horror . ” <eos>	-14.6411	-13.166	-13.0743	-12.9814	-14.1969	-11.9888	-14.1508	-14.7027	-13.118	-12.0426	-13.5135	-11.3498	-13.3154	-11.9573	-13.2711	-11.6233	-12.9406	-14.4643	-15.1801	-13.0467	-15.4736	-14.4757	-12.8797	-13.6042	-15.2708	-14.056	-13.2052	-13.4843	-13.0526	-13.4854	-13.1461	-12.4147	-13.2114	-13.0953	-15.1339	-13.831
R__VERB_NOUN_CCONJ_VERB	8	7	sing	dry	wrong	generated	It runs the zoo for biologist ease and	0	False	3660	7	8	It runs the zoo for biologist ease and refers , “ We are suspected that the February should not engage with distinguishing - sponsorship preachers who realize to vomit and deliver continually and immensely in the min , neighborhoods , and periods of convinced horror . ” <eos>	-11.1777	-8.54183	-9.39933	-9.67271	-10.995	-11.12	-11.4248	-10.3698	-10.8822	-10.3387	-9.81451	-8.46773	-10.572	-8.41421	-12.3973	-12.0037	-8.06599	-11.3101	-9.46451	-10.7124	-9.17645	-9.91453	-9.90769	-8.8571	-9.10853	-9.39939	-8.50991	-7.50422	-10.1849	-9.06503	-10.2326	-10.516	-10.8835	-11.1973	-11.4087	-11.3872
L__NOUN_VERB_VERB	22	3	sing	admits	correct	generated	The first compensation you consider whenever you add on policy	0	False	637	8	10	The first compensation you consider whenever you add on policy advises that the corps mode consistently runs out the police and leads into the mantra recording . <eos>	-17.2429	-13.5327	-13.0579	-13.2846	-14.281	-13.5668	-14.4522	-15.4528	-13.2536	-12.7171	-14.1823	-15.476	-12.9919	-12.8486	-13.616	-13.9588	-15.4852	-15.3069	-13.2282	-16.3043	-13.6411	-15.5184	-14.6036	-16.7738	-14.6106	-14.5181	-13.1176	-12.3496	-13.5863	-15.3939	-13.3185	-12.6304	-13.9709	-14.0555	-13.609	-15.2902
L__NOUN_VERB_VERB	22	3	sing	admit	wrong	generated	The first compensation you consider whenever you add on policy	0	False	722	8	10	The first compensation you consider whenever you add on policy advises that the corps mode consistently runs out the police and leads into the mantra recording . <eos>	-14.4713	-12.6941	-13.4205	-12.8941	-15.5253	-13.3851	-14.3486	-16.0718	-14.3996	-14.3272	-14.286	-14.0481	-14.0704	-12.1345	-13.9102	-14.6195	-14.837	-13.3796	-13.3805	-14.3461	-13.9297	-15.1942	-12.9502	-16.0787	-13.7201	-13.9232	-12.3885	-14.6705	-13.5034	-16.1804	-13.3264	-13.7682	-12.5893	-15.6091	-13.4491	-14.0991
R__VERB_NOUN_CCONJ_VERB	7	0	sing	makes	correct	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	7718	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>	-5.18317	-6.20048	-5.39295	-6.02225	-6.58505	-6.66294	-7.11027	-6.00344	-6.51932	-6.47032	-6.35545	-4.63157	-6.82017	-6.41692	-5.9945	-6.29685	-6.25276	-4.13314	-6.84388	-4.81453	-6.15401	-6.34276	-5.73549	-5.90862	-5.78468	-5.02813	-5.60107	-6.40037	-5.55449	-4.99479	-5.87653	-5.88568	-5.9065	-6.40122	-6.08954	-5.62755
R__VERB_NOUN_CCONJ_VERB	7	0	sing	make	wrong	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	24608	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>	-3.88443	-5.15724	-5.09707	-3.96227	-4.45527	-4.80216	-4.96267	-5.10231	-5.7109	-5.05954	-4.63474	-6.62309	-6.75895	-4.93526	-5.62696	-5.4027	-5.65657	-5.05317	-3.92375	-5.02712	-3.76492	-4.62941	-4.97068	-4.28044	-4.66797	-4.35148	-4.24392	-5.40647	-4.70344	-4.91039	-4.8237	-5.49505	-5.45526	-6.03422	-5.09424	-6.11611
L__NOUN_VERB_VERB	2	4	plur	beat	correct	generated	<unk> I do n't describe to the spelling that the communications we spend or suck to	1	False	2366	6	16	Whie I do n't describe to the spelling that the communications we spend or suck to consider no orbit on our corps ( which I meet is warmly dependent ) , it does remove me whenever centres realize out a creative sea of memories to gather the flipping on . <eos>	-9.6523	-10.1218	-7.71762	-8.80523	-8.50141	-7.90029	-9.73716	-8.86539	-9.32163	-7.99452	-7.75013	-7.74545	-8.37477	-7.46622	-9.322	-9.39869	-7.74396	-9.45054	-8.5386	-7.30594	-8.75828	-9.4753	-8.82378	-9.12112	-9.79952	-8.52444	-6.56423	-10.0665	-7.22968	-8.74944	-8.02722	-7.7694	-8.7991	-10.2213	-8.82457	-7.39834
