pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	4	9	plur	ציפויים	correct	generated	ה טיפות מזדמנות ב שיפועים , ליגות ,	0	True	54	4	8	ה טיפות מזדמנות ב שיפועים , ליגות , פוסטרים , ירידות ו עוד קלפים עסקיים ה זזים אותן , ו אוזניו נסגרות אסירים של זפלין . <eos>
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	4	9	plur	ציפוי	wrong	generated	ה טיפות מזדמנות ב שיפועים , ליגות ,	0	True	618	4	8	ה טיפות מזדמנות ב שיפועים , ליגות , פוסטרים , ירידות ו עוד קלפים עסקיים ה זזים אותן , ו אוזניו נסגרות אסירים של זפלין . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	4	9	sing	מושלמת	correct	generated	היילפרין כרמיאל , ש אישור פגיעתו הדגים מ קיצור 91 ו אילך , נעדרה ל חומרת ה פוסטמודרניזם ה עדין , ה	0	True	737	7	22	היילפרין כרמיאל , ש אישור פגיעתו הדגים מ קיצור 91 ו אילך , נעדרה ל חומרת ה פוסטמודרניזם ה עדין , ה מתכוונת ב אורגניזמים את ה שוד ה אקטואלי . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	4	9	sing	מושלמות	wrong	generated	היילפרין כרמיאל , ש אישור פגיעתו הדגים מ קיצור 91 ו אילך , נעדרה ל חומרת ה פוסטמודרניזם ה עדין , ה	0	True	92	7	22	היילפרין כרמיאל , ש אישור פגיעתו הדגים מ קיצור 91 ו אילך , נעדרה ל חומרת ה פוסטמודרניזם ה עדין , ה מתכוונת ב אורגניזמים את ה שוד ה אקטואלי . <eos>
R__NOUN_NOUN_DET_ADJ	40	9	sing	מצחיקה	correct	generated	ב פליטת ה ועדי <unk> , היו מטוסי נייר ב אחריות ה פרסונלית ו צנרת ה אינטליגנציה ה	0	True	88	4	18	"ב פליטת ה ועדי 099891 , היו מטוסי נייר ב אחריות ה פרסונלית ו צנרת ה אינטליגנציה ה אצטית ו ב ביקורו שיעור ה קוהרנטיות לא שוחחו על ה אינטראקציות ב דיווחי ה סלקציה ה צמחונית ש היללו ב שליית תורשתית , "" הקשו ל לחימה מורדי ביתיים ב כל ה נרפא ל רגלה ל בשורת ה מוזרה , ו מאסו , לכאורה , ל הודעת ה לשונות פצצת לקצר כינוסים ל תיק מנגינות מ ה אינטונציה ה טריטוריאלית ללא ענף ה תיירות . <eos>"
R__NOUN_NOUN_DET_ADJ	40	9	sing	מצחיקות	wrong	generated	ב פליטת ה ועדי <unk> , היו מטוסי נייר ב אחריות ה פרסונלית ו צנרת ה אינטליגנציה ה	0	True	58	4	18	"ב פליטת ה ועדי 099891 , היו מטוסי נייר ב אחריות ה פרסונלית ו צנרת ה אינטליגנציה ה אצטית ו ב ביקורו שיעור ה קוהרנטיות לא שוחחו על ה אינטראקציות ב דיווחי ה סלקציה ה צמחונית ש היללו ב שליית תורשתית , "" הקשו ל לחימה מורדי ביתיים ב כל ה נרפא ל רגלה ל בשורת ה מוזרה , ו מאסו , לכאורה , ל הודעת ה לשונות פצצת לקצר כינוסים ל תיק מנגינות מ ה אינטונציה ה טריטוריאלית ללא ענף ה תיירות . <eos>"
R__NOUN_ADJ_DET_ADJ	25	0	plur	קיימים	correct	original	תרומה זו לא תפגע ב צורה כלשהי ב תנאים ה סוציאליים ה	0	False	8773	4	12	תרומה זו לא תפגע ב צורה כלשהי ב תנאים ה סוציאליים ה קיימים של חברי ה הנהלה ה פעילה . <eos>
R__NOUN_ADJ_DET_ADJ	25	0	plur	קיים	wrong	original	תרומה זו לא תפגע ב צורה כלשהי ב תנאים ה סוציאליים ה	0	False	12609	4	12	תרומה זו לא תפגע ב צורה כלשהי ב תנאים ה סוציאליים ה קיימים של חברי ה הנהלה ה פעילה . <eos>
R__NOUN_NOUN_DET_ADJ	110	8	sing	צדדי	correct	generated	זאת משום ש כבוד ה פיענוח ה	0	False	564	4	7	זאת משום ש כבוד ה פיענוח ה תחרותי ב הכרעה הוא פוליטי יותר , אף כי עדיין רחוק . <eos>
R__NOUN_NOUN_DET_ADJ	110	8	sing	צדדיים	wrong	generated	זאת משום ש כבוד ה פיענוח ה	0	False	169	4	7	זאת משום ש כבוד ה פיענוח ה תחרותי ב הכרעה הוא פוליטי יותר , אף כי עדיין רחוק . <eos>
R__NOUN_NOUN_DET_ADJ	61	2	sing	חזותי	correct	generated	אישור ה מסך , אדרי , ייראה ל אלמנות , ל ציבור ה המשכיות ה	0	True	432	4	15	אישור ה מסך , אדרי , ייראה ל אלמנות , ל ציבור ה המשכיות ה ממסדי לכבוד מסעו ( 13.11 , ב קונספירציה תשע ב זקיק ) , מ סוזאנה , שם הוא מתעתד ב רגלו דקת מדליונים ב סכומי אפרכסת זה 01 מטבעות . <eos>
R__NOUN_NOUN_DET_ADJ	61	2	sing	חזותיים	wrong	generated	אישור ה מסך , אדרי , ייראה ל אלמנות , ל ציבור ה המשכיות ה	0	True	189	4	15	אישור ה מסך , אדרי , ייראה ל אלמנות , ל ציבור ה המשכיות ה ממסדי לכבוד מסעו ( 13.11 , ב קונספירציה תשע ב זקיק ) , מ סוזאנה , שם הוא מתעתד ב רגלו דקת מדליונים ב סכומי אפרכסת זה 01 מטבעות . <eos>
R__NOUN_NOUN_DET_ADJ	112	9	plur	עטופים	correct	generated	הם ייכנסו ל תנאי הגדרת הכרחית ו לוהטת מ שלהם , ש תנצח רק אם תשוב על עצמה שייטות , ה מעורפלות מ קולות ה מוניטין ה	1	True	98	4	27	הם ייכנסו ל תנאי הגדרת הכרחית ו לוהטת מ שלהם , ש תנצח רק אם תשוב על עצמה שייטות , ה מעורפלות מ קולות ה מוניטין ה רומנטיים של אינדפנדיינטה ל גינוי אנאלי . <eos>
R__NOUN_NOUN_DET_ADJ	112	9	plur	עטוף	wrong	generated	הם ייכנסו ל תנאי הגדרת הכרחית ו לוהטת מ שלהם , ש תנצח רק אם תשוב על עצמה שייטות , ה מעורפלות מ קולות ה מוניטין ה	1	True	193	4	27	הם ייכנסו ל תנאי הגדרת הכרחית ו לוהטת מ שלהם , ש תנצח רק אם תשוב על עצמה שייטות , ה מעורפלות מ קולות ה מוניטין ה רומנטיים של אינדפנדיינטה ל גינוי אנאלי . <eos>
R__NOUN_NOUN_DET_ADJ	38	6	sing	הומניטרי	correct	generated	"ה שפן לשעבר , ד""ר פסוריאזיס בולוק , ב תאולוגיה ב מלון ה שולחן ה"	0	True	227	4	15	"ה שפן לשעבר , ד""ר פסוריאזיס בולוק , ב תאולוגיה ב מלון ה שולחן ה רוחני של אורח ה מטאורים . <eos>"
R__NOUN_NOUN_DET_ADJ	38	6	sing	הומניטריים	wrong	generated	"ה שפן לשעבר , ד""ר פסוריאזיס בולוק , ב תאולוגיה ב מלון ה שולחן ה"	0	True	78	4	15	"ה שפן לשעבר , ד""ר פסוריאזיס בולוק , ב תאולוגיה ב מלון ה שולחן ה רוחני של אורח ה מטאורים . <eos>"
R__NOUN_ADJ_DET_ADJ	24	9	plur	שיניים	correct	generated	כינון ה חיסכון ל מזבח שמרני , קלאוזנר אריאלה , הוכח שלשום ל לוס ל היעדר ה ציורים ה ארוזים ה	0	True	2414	4	21	כינון ה חיסכון ל מזבח שמרני , קלאוזנר אריאלה , הוכח שלשום ל לוס ל היעדר ה ציורים ה ארוזים ה סייסמיים . <eos>
R__NOUN_ADJ_DET_ADJ	24	9	plur	שיני	wrong	generated	כינון ה חיסכון ל מזבח שמרני , קלאוזנר אריאלה , הוכח שלשום ל לוס ל היעדר ה ציורים ה ארוזים ה	0	True	329	4	21	כינון ה חיסכון ל מזבח שמרני , קלאוזנר אריאלה , הוכח שלשום ל לוס ל היעדר ה ציורים ה ארוזים ה סייסמיים . <eos>
R__NOUN_ADJ_PUNCT_SCONJ_VERB	11	2	sing	נסגרת	correct	generated	היה זה בלתי מתקצר ש ב פני רוש זה של ה קיטלוג תצטרך סכנה נזיקית , ה	0	True	70	4	17	היה זה בלתי מתקצר ש ב פני רוש זה של ה קיטלוג תצטרך סכנה נזיקית , ה משלמת מאסר - ותק את זמנו ב תרופת : מקומה של ה פינוי ה גבוה מסעו פילגש ממרח - חשבונאית ב כל ברירה , ב כל קמפיין . <eos>
R__NOUN_ADJ_PUNCT_SCONJ_VERB	11	2	sing	נסגרות	wrong	generated	היה זה בלתי מתקצר ש ב פני רוש זה של ה קיטלוג תצטרך סכנה נזיקית , ה	0	True	63	4	17	היה זה בלתי מתקצר ש ב פני רוש זה של ה קיטלוג תצטרך סכנה נזיקית , ה משלמת מאסר - ותק את זמנו ב תרופת : מקומה של ה פינוי ה גבוה מסעו פילגש ממרח - חשבונאית ב כל ברירה , ב כל קמפיין . <eos>
R__NOUN_NOUN_DET_ADJ	132	6	plur	פזורות	correct	generated	טענות ה אשף ה	1	False	203	4	4	טענות ה אשף ה משוכללות לא היו תחנת אינדקס ל מאבק סופרי אלה . <eos>
R__NOUN_NOUN_DET_ADJ	132	6	plur	פזורה	wrong	generated	טענות ה אשף ה	1	False	223	4	4	טענות ה אשף ה משוכללות לא היו תחנת אינדקס ל מאבק סופרי אלה . <eos>
R__NOUN_NOUN_DET_ADJ	35	3	sing	תכופה	correct	generated	ה ייבום ה נצל של מוקד ה ריחות ב יחזקאל נימק אתמול דיירי גנטיים ל הסכמת תדרים לגיטימיים , מתוך סתימה ש יחזירו על ה חוש עם יוניון ו יעזרו ל חלוקת ה סבסוד ה	0	True	61	4	35	ה ייבום ה נצל של מוקד ה ריחות ב יחזקאל נימק אתמול דיירי גנטיים ל הסכמת תדרים לגיטימיים , מתוך סתימה ש יחזירו על ה חוש עם יוניון ו יעזרו ל חלוקת ה סבסוד ה שיטתית . <eos>
R__NOUN_NOUN_DET_ADJ	35	3	sing	תכופות	wrong	generated	ה ייבום ה נצל של מוקד ה ריחות ב יחזקאל נימק אתמול דיירי גנטיים ל הסכמת תדרים לגיטימיים , מתוך סתימה ש יחזירו על ה חוש עם יוניון ו יעזרו ל חלוקת ה סבסוד ה	0	True	991	4	35	ה ייבום ה נצל של מוקד ה ריחות ב יחזקאל נימק אתמול דיירי גנטיים ל הסכמת תדרים לגיטימיים , מתוך סתימה ש יחזירו על ה חוש עם יוניון ו יעזרו ל חלוקת ה סבסוד ה שיטתית . <eos>
R__NOUN_NOUN_DET_ADJ	63	9	plur	מועטים	correct	generated	"שנית , "" תצלומי ה אינדוקציה ה"	1	True	458	4	7	"שנית , "" תצלומי ה אינדוקציה ה אמיתיים "" ניסיונו ש עליה לעורר שעתיים לפחות בטרם תוכל לשמש את מחקרו . <eos>"
R__NOUN_NOUN_DET_ADJ	63	9	plur	מועט	wrong	generated	"שנית , "" תצלומי ה אינדוקציה ה"	1	True	1305	4	7	"שנית , "" תצלומי ה אינדוקציה ה אמיתיים "" ניסיונו ש עליה לעורר שעתיים לפחות בטרם תוכל לשמש את מחקרו . <eos>"
R__NOUN_DET_ADV_PUNCT_ADJ	13	7	plur	מתאימים	correct	generated	אם שני ה מחזורים ה האורקים ו ה דיוגנס ה בין -	0	True	1799	4	12	אם שני ה מחזורים ה האורקים ו ה דיוגנס ה בין - נעוצים ה בסוגריים לא יגיבו ל חשבון משביע רקיע , יחול ה עגיל בפני זקיף בין - מנומר צמוד , ש איגרות דעתה ו שנותיו יהיו פורטוגזיות ו עיליות . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	13	7	plur	מתאים	wrong	generated	אם שני ה מחזורים ה האורקים ו ה דיוגנס ה בין -	0	True	3628	4	12	אם שני ה מחזורים ה האורקים ו ה דיוגנס ה בין - נעוצים ה בסוגריים לא יגיבו ל חשבון משביע רקיע , יחול ה עגיל בפני זקיף בין - מנומר צמוד , ש איגרות דעתה ו שנותיו יהיו פורטוגזיות ו עיליות . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	26	9	plur	אינסופיות	correct	generated	ה בלדות ה לא -	0	True	167	4	5	ה בלדות ה לא - מילוליות היו בעיקר אלה ש אפשרו מכתבים ל אין - מתבדר ב כדורגלנית כיצד לבצע על ה מעצר . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	26	9	plur	אינסופית	wrong	generated	ה בלדות ה לא -	0	True	415	4	5	ה בלדות ה לא - מילוליות היו בעיקר אלה ש אפשרו מכתבים ל אין - מתבדר ב כדורגלנית כיצד לבצע על ה מעצר . <eos>
L__NOUN_VERB_VERB	3	7	sing	מושלמת	correct	generated	צבירת ה מתכוונת גם מחקרים אמנותיים	1	False	737	6	6	צבירת ה מתכוונת גם מחקרים אמנותיים מניבה ל שלד להתיר ל עצמו את ה עיזים ה אנטישמיים ל ויתור ניהולי ב תחזיות , ו אז אין עוד בינוי ב משאלי . <eos>
L__NOUN_VERB_VERB	3	7	sing	מושלמות	wrong	generated	צבירת ה מתכוונת גם מחקרים אמנותיים	1	False	92	6	6	צבירת ה מתכוונת גם מחקרים אמנותיים מניבה ל שלד להתיר ל עצמו את ה עיזים ה אנטישמיים ל ויתור ניהולי ב תחזיות , ו אז אין עוד בינוי ב משאלי . <eos>
R__NOUN_ADJ_PUNCT_SCONJ_VERB	0	6	sing	מושלמת	correct	generated	חובבים אסרו כי ה אלגברה ביקרה בידי טכנאים מ היכרות אינטלקטואלית , ה	0	True	737	4	13	חובבים אסרו כי ה אלגברה ביקרה בידי טכנאים מ היכרות אינטלקטואלית , ה מצטמצמת על תפקיד הפסד דעת ה מידתיות ב המיספרה . <eos>
R__NOUN_ADJ_PUNCT_SCONJ_VERB	0	6	sing	מושלמות	wrong	generated	חובבים אסרו כי ה אלגברה ביקרה בידי טכנאים מ היכרות אינטלקטואלית , ה	0	True	92	4	13	חובבים אסרו כי ה אלגברה ביקרה בידי טכנאים מ היכרות אינטלקטואלית , ה מצטמצמת על תפקיד הפסד דעת ה מידתיות ב המיספרה . <eos>
R__NOUN_NOUN_DET_ADJ	38	4	sing	רלוונטי	correct	generated	"ה רטוש לשעבר , ד""ר לוגאנו בליכר , ב מחרת ב מנזר ה צחוק ה"	0	True	577	4	15	"ה רטוש לשעבר , ד""ר לוגאנו בליכר , ב מחרת ב מנזר ה צחוק ה קפוא של שבוע ה היטלי . <eos>"
R__NOUN_NOUN_DET_ADJ	38	4	sing	רלוונטיים	wrong	generated	"ה רטוש לשעבר , ד""ר לוגאנו בליכר , ב מחרת ב מנזר ה צחוק ה"	0	True	466	4	15	"ה רטוש לשעבר , ד""ר לוגאנו בליכר , ב מחרת ב מנזר ה צחוק ה קפוא של שבוע ה היטלי . <eos>"
