pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	15	2	sing	appear	wrong	generated	The outstanding cell to sell for gullible	0	False	7652	5	7	The outstanding cell to sell for gullible indicates to bother three , or your cafeteria salsa technology personality , and ensure . <eos>	-12.3098	-12.8526	-13.5089	-14.1601	-18.0755	-14.9315	-12.3853	-17.5498	-12.8988	-12.479	-14.7967	-11.9166	-12.5445	-14.5324	-12.7017	-12.939	-13.73	-14.0812	-12.469	-13.4349	-15.0013	-16.1537	-12.6757	-13.972	-13.8593	-13.7894	-14.5035	-12.4085	-14.2074	-14.2264	-13.0362	-11.7365	-13.4758	-11.5581	-13.6176	-14.6495
L__NOUN_VERB_VERB	3	6	sing	states	correct	generated	I put the confidante you signed to me	0	False	14851	5	8	I put the confidante you signed to me happens to the God Giovanni at Atlanta ( collected in Hyatt ) . <eos>	-15.6753	-13.5016	-15.0443	-13.9701	-12.2337	-15.5885	-13.4539	-14.2577	-15.1831	-14.2182	-12.2017	-13.894	-14.4579	-14.8889	-15.1159	-15.0388	-14.1954	-13.3353	-13.9503	-11.5921	-16.1546	-12.2711	-17.5245	-15.4559	-15.2746	-11.7078	-12.5726	-13.5997	-14.561	-13.7305	-13.8234	-13.9724	-13.9977	-15.9992	-13.4199	-12.4755
L__NOUN_VERB_VERB	3	6	sing	state	wrong	generated	I put the confidante you signed to me	0	False	41160	5	8	I put the confidante you signed to me happens to the God Giovanni at Atlanta ( collected in Hyatt ) . <eos>	-12.5949	-10.9117	-12.1762	-12.0077	-10.956	-12.1656	-13.128	-12.7651	-12.8193	-13.6395	-10.2607	-10.4626	-11.3032	-11.6325	-12.6281	-13.0723	-13.4465	-11.0453	-11.9016	-9.7796	-13.4379	-10.1046	-13.2059	-12.7014	-12.6295	-9.03519	-10.1502	-12.4008	-12.6008	-12.212	-11.5747	-12.7024	-11.7313	-13.1964	-11.6085	-11.6318
R__VERB_NOUN_CCONJ_VERB	11	2	sing	develops	correct	generated	This hardness of zinc walks around the tail s correlation and rounds and	0	False	851	9	13	This hardness of zinc walks around the tail s correlation and rounds and gives a hitch for the stuff actually on the youth of the lighting in process of proposal pages . <eos>	-10.9817	-9.65859	-9.34107	-10.6092	-8.25479	-9.30812	-10.067	-11.1615	-9.4378	-9.25208	-10.0348	-11.1036	-10.1194	-9.76875	-12.3872	-9.54103	-9.58762	-7.64459	-9.49601	-9.37426	-8.95513	-10.3805	-9.04084	-9.87471	-9.43171	-11.1461	-10.3293	-8.11862	-9.89392	-8.60569	-10.1336	-9.06206	-10.3553	-9.33487	-10.5701	-11.2051
R__VERB_NOUN_CCONJ_VERB	11	2	sing	develop	wrong	generated	This hardness of zinc walks around the tail s correlation and rounds and	0	False	5495	9	13	This hardness of zinc walks around the tail s correlation and rounds and gives a hitch for the stuff actually on the youth of the lighting in process of proposal pages . <eos>	-8.58828	-6.93285	-7.95361	-8.89619	-6.33827	-8.5161	-9.60355	-8.99295	-8.8329	-7.79226	-8.76427	-9.18775	-8.36886	-10.4865	-9.65216	-8.79687	-6.45121	-7.24302	-7.19111	-7.97965	-8.11454	-8.76702	-6.9588	-7.92262	-8.02371	-11.1406	-8.11024	-7.74958	-8.67863	-9.32487	-8.58433	-8.21704	-9.24473	-10.0574	-9.8432	-9.59542
L__NOUN_VERB_VERB	23	1	sing	presents	correct	generated	Well , unless electronically thus the third son he wrote in the cafe	0	True	1459	6	13	Well , unless electronically thus the third son he wrote in the cafe depends out . <eos>	-10.8671	-10.5406	-10.8646	-9.9185	-10.068	-11.7541	-11.1604	-11.4814	-11.324	-12.1921	-12.3517	-9.53819	-10.8936	-10.1921	-11.475	-9.87962	-9.65793	-12.6269	-12.3453	-13.5849	-10.4225	-12.9298	-10.4089	-8.79126	-9.14862	-11.7746	-11.1354	-10.4848	-11.9355	-10.913	-10.5971	-11.4001	-13.4854	-10.3584	-9.45597	-12.1003
L__NOUN_VERB_VERB	23	1	sing	present	wrong	generated	Well , unless electronically thus the third son he wrote in the cafe	0	True	22600	6	13	Well , unless electronically thus the third son he wrote in the cafe depends out . <eos>	-12.2975	-12.1036	-14.265	-11.7258	-12.3134	-12.1575	-12.9648	-11.6843	-13.9492	-13.547	-12.6571	-9.62242	-12.8189	-13.7366	-12.2112	-13.317	-13.7	-15.7148	-14.2211	-13.61	-13.9059	-14.5186	-14.3703	-13.9564	-11.912	-11.7825	-12.601	-13.3915	-12.6671	-11.6077	-13.0149	-12.9557	-12.3806	-13.6247	-11.1358	-8.89802
L__NOUN_VERB_VERB	23	7	sing	spills	correct	generated	Well , unless originally desperately the third quo he recruited in the sampler	0	True	118	6	13	Well , unless originally desperately the third quo he recruited in the sampler thinks out . <eos>	-16.2923	-15.627	-16.1306	-17.0921	-17.8794	-16.1196	-17.6081	-16.4176	-17.0178	-17.4647	-16.3972	-16.3391	-16.0677	-16.2665	-16.664	-15.8815	-16.9973	-17.2574	-15.1506	-19.0194	-17.7965	-16.5282	-17.9824	-17.8166	-15.6396	-18.274	-16.8432	-17.3551	-17.0518	-17.7022	-15.6986	-17.0446	-15.9202	-16.468	-16.1637	-16.7079
L__NOUN_VERB_VERB	23	7	sing	spill	wrong	generated	Well , unless originally desperately the third quo he recruited in the sampler	0	True	220	6	13	Well , unless originally desperately the third quo he recruited in the sampler thinks out . <eos>	-14.604	-13.7044	-13.5237	-14.6608	-18.2707	-14.6214	-15.836	-14.5441	-14.2577	-16.5429	-15.3218	-15.6411	-14.2886	-14.0971	-15.2436	-14.7784	-14.6888	-15.775	-14.3712	-16.3206	-14.7631	-13.8795	-16.3587	-16.0366	-15.5568	-17.6084	-14.3502	-16.6743	-16.7213	-14.2315	-14.5945	-16.3296	-14.1105	-13.4695	-14.133	-15.9912
L__NOUN_VERB_VERB	4	1	sing	approves	correct	generated	My p with attending the clerk militarily	0	False	78	6	7	My p with attending the clerk militarily appears , could it be arrested that typically everyone happened the consumer would or could attain at any logic , since we sometime confirmed Heaven and Falls and if they pounded they might have developed a crowded chair ?? <eos>	-10.5593	-10.7753	-14.6629	-10.6966	-15.5552	-13.0098	-11.9589	-16.1528	-12.7096	-12.1949	-14.8027	-13.9313	-12.6445	-15.1384	-14.8224	-11.5042	-14.2207	-12.9738	-12.3631	-13.064	-11.4317	-11.1286	-12.1446	-15.6869	-17.5404	-12.587	-15.4082	-12.9405	-11.6545	-15.4172	-13.5722	-12.4033	-12.8058	-11.9472	-12.2966	-16.2319
L__NOUN_VERB_VERB	4	1	sing	approve	wrong	generated	My p with attending the clerk militarily	0	False	536	6	7	My p with attending the clerk militarily appears , could it be arrested that typically everyone happened the consumer would or could attain at any logic , since we sometime confirmed Heaven and Falls and if they pounded they might have developed a crowded chair ?? <eos>	-12.3228	-11.6395	-16.0721	-11.6124	-18.9546	-12.1377	-13.3126	-15.448	-11.3951	-12.078	-16.0203	-16.1555	-12.2008	-16.1097	-15.3507	-13.7823	-14.6351	-14.0212	-12.7161	-15.0323	-11.2469	-11.6273	-12.9695	-15.4633	-16.6427	-14.4663	-16.7958	-15.6378	-11.9902	-14.7728	-13.2902	-11.3692	-12.7306	-11.3352	-13.9191	-15.133
L__NOUN_VERB_VERB	15	0	sing	is	correct	original	The only way to know for sure	0	False	649202	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>	-4.40221	-4.2248	-6.1772	-4.2346	-3.18725	-4.94295	-3.86649	-4.4622	-5.05874	-5.54001	-3.55751	-4.09073	-4.84195	-5.16169	-4.56298	-4.50133	-4.14785	-4.655	-3.36088	-2.71947	-3.06408	-4.92264	-3.43032	-4.1444	-4.00465	-4.66533	-5.5027	-3.71349	-3.61592	-5.43281	-5.10047	-6.06964	-4.72171	-5.52875	-4.82644	-3.24335
L__NOUN_VERB_VERB	15	0	sing	are	wrong	original	The only way to know for sure	0	False	261453	5	7	The only way to know for sure is to call 611 , or your cell phone help line , and ask . <eos>	-6.9873	-8.35575	-8.60729	-6.8239	-5.82294	-8.9099	-7.85897	-6.29836	-6.69372	-7.80896	-6.77806	-4.08313	-7.66635	-7.81757	-7.55881	-7.70014	-7.23871	-8.67361	-7.25154	-5.33946	-6.10044	-7.36021	-5.29556	-8.71211	-6.62875	-7.33596	-7.57408	-6.10438	-6.59256	-8.37914	-7.48382	-8.9281	-6.38834	-6.46231	-6.96505	-6.44149
L__NOUN_VERB_VERB	15	1	sing	asks	correct	generated	The empty delivery to develop for flexible	0	False	1751	5	7	The empty delivery to develop for flexible includes to create thirty , or your cop miracle centre trial , and ignore . <eos>	-16.8588	-16.2333	-15.2244	-16.926	-16.7001	-17.0609	-15.4499	-15.3768	-15.3623	-17.15	-16.3835	-18.6185	-15.2565	-15.5266	-16.9223	-15.8078	-19.4403	-17.091	-15.2212	-17.0397	-15.6209	-17.0869	-16.9328	-16.5399	-17.3047	-18.4741	-16.7411	-16.7093	-16.4633	-15.8694	-15.745	-16.8498	-15.5362	-14.373	-15.2925	-16.9746
L__NOUN_VERB_VERB	15	1	sing	ask	wrong	generated	The empty delivery to develop for flexible	0	False	1771	5	7	The empty delivery to develop for flexible includes to create thirty , or your cop miracle centre trial , and ignore . <eos>	-16.9103	-17.4342	-15.1434	-17.9714	-17.4079	-18.5501	-16.142	-17.7285	-17.273	-18.0014	-15.8953	-18.3693	-17.5958	-15.7385	-17.3305	-17.1706	-17.2623	-17.5298	-16.716	-17.6637	-16.4111	-15.8785	-17.401	-17.0121	-18.4239	-19.2385	-17.0827	-17.8469	-17.1041	-17.0584	-16.5711	-17.5201	-15.5627	-15.8014	-15.3921	-17.9247
L__NOUN_VERB_VERB	14	1	sing	sinks	correct	generated	A Reagan suggestion equipped in Disney five	0	False	178	5	7	"A Reagan suggestion equipped in Disney five melts , "" Due to its cage astride the Sport Southwest , Iraq has mainly been a notion to the Chess . <eos>"	-14.5524	-13.418	-15.3142	-17.0069	-15.177	-16.0175	-14.1947	-16.2177	-16.1451	-16.1422	-14.61	-16.3863	-15.967	-14.3162	-13.8602	-15.917	-14.7593	-18.7031	-15.6707	-15.8243	-14.0587	-19.1978	-14.6954	-14.8318	-15.7279	-17.416	-14.2776	-14.4867	-14.0599	-14.8934	-15.0304	-16.9359	-15.6297	-15.4007	-15.6178	-16.8018
L__NOUN_VERB_VERB	14	1	sing	sink	wrong	generated	A Reagan suggestion equipped in Disney five	0	False	580	5	7	"A Reagan suggestion equipped in Disney five melts , "" Due to its cage astride the Sport Southwest , Iraq has mainly been a notion to the Chess . <eos>"	-16.9831	-14.3869	-14.8645	-18.059	-19.1838	-16.1268	-14.8383	-16.3258	-18.4741	-16.3202	-16.2687	-17.3803	-17.7736	-16.5183	-15.8257	-16.8377	-16.4606	-19.5246	-18.3886	-21.6017	-19.3968	-20.7211	-16.1701	-15.3252	-18.8079	-20.2729	-16.3875	-17.7201	-16.0376	-17.2374	-16.4431	-16.6769	-16.4443	-16.4812	-16.6995	-19.0481
R__VERB_NOUN_CCONJ_VERB	2	2	plur	tell	correct	generated	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and	0	True	2668	7	18	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and respond whatsoever to deadline the coffee after we dislike ) <eos>	-12.3441	-9.86777	-7.85739	-8.66456	-8.53409	-8.90037	-8.89891	-8.53391	-9.04668	-10.022	-9.29804	-10.7721	-9.02906	-6.99133	-7.83284	-9.20143	-8.86372	-9.62056	-7.95331	-9.0994	-6.68299	-7.45965	-9.60104	-9.19354	-6.1453	-8.26279	-7.08834	-7.81188	-9.00257	-7.61343	-8.06072	-9.22818	-7.04362	-8.80496	-7.74415	-8.16398
R__VERB_NOUN_CCONJ_VERB	2	2	plur	tells	wrong	generated	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and	0	True	4064	7	18	Rules instead : Liverpool billion through Ontario billion ( executing you propose on the math we become and respond whatsoever to deadline the coffee after we dislike ) <eos>	-10.0363	-7.7554	-8.11296	-8.08475	-10.2771	-7.30446	-10.0197	-8.48562	-7.90539	-8.53625	-9.37479	-9.18139	-8.60504	-8.628	-11.1411	-8.2719	-7.8231	-8.32596	-10.9494	-10.1886	-9.30786	-7.86266	-7.56001	-7.83459	-9.32421	-8.58587	-7.82921	-9.53691	-6.33314	-8.52782	-9.91421	-8.22148	-7.32582	-7.66145	-8.08117	-8.04006
R__VERB_NOUN_CCONJ_VERB	5	9	plur	recommend	correct	generated	Buy me testify if you realize any controllers or	0	False	454	4	9	Buy me testify if you realize any controllers or tolerate anything extracurricular . <eos>	-10.2527	-11.3632	-12.7127	-10.0176	-11.1073	-11.2296	-10.2398	-12.2529	-11.0318	-10.0317	-13.8011	-12.1714	-11.03	-9.5527	-10.7027	-10.2359	-10.025	-13.2469	-12.4627	-10.3609	-13.9492	-11.637	-11.0802	-11.9702	-12.4896	-9.32617	-12.3391	-12.8994	-11.7454	-12.1105	-10.0742	-10.428	-9.97755	-12.3863	-12.0865	-10.9454
R__VERB_NOUN_CCONJ_VERB	5	9	plur	recommends	wrong	generated	Buy me testify if you realize any controllers or	0	False	311	4	9	Buy me testify if you realize any controllers or tolerate anything extracurricular . <eos>	-12.5056	-13.0181	-13.3952	-12.9955	-15.4727	-12.442	-13.3468	-13.4872	-13.276	-12.5967	-14.501	-15.7801	-13.4594	-12.3678	-12.1429	-12.9507	-14.1466	-16.3217	-13.9535	-15.4315	-15.368	-13.7307	-13.3739	-14.4039	-12.1618	-14.1417	-13.0293	-14.4895	-12.9891	-14.0691	-11.9707	-13.0344	-11.9146	-13.0554	-14.5908	-11.8261
R__VERB_NOUN_CCONJ_VERB	8	7	sing	dries	correct	generated	It runs the zoo for biologist ease and	0	False	73	7	8	It runs the zoo for biologist ease and refers , “ We are suspected that the February should not engage with distinguishing - sponsorship preachers who realize to vomit and deliver continually and immensely in the min , neighborhoods , and periods of convinced horror . ” <eos>	-14.6411	-12.9002	-12.8628	-12.925	-14.1969	-12.3488	-13.7573	-14.7027	-14.0378	-13.1194	-13.5135	-11.3498	-13.8271	-12.5118	-12.2848	-12.7451	-12.9406	-14.4643	-15.1801	-13.0467	-15.4736	-14.4757	-12.8797	-13.6042	-15.2708	-14.056	-12.6929	-13.4843	-13.327	-13.4854	-13.0006	-12.8393	-13.4842	-13.2329	-14.2761	-13.831
R__VERB_NOUN_CCONJ_VERB	8	7	sing	dry	wrong	generated	It runs the zoo for biologist ease and	0	False	3660	7	8	It runs the zoo for biologist ease and refers , “ We are suspected that the February should not engage with distinguishing - sponsorship preachers who realize to vomit and deliver continually and immensely in the min , neighborhoods , and periods of convinced horror . ” <eos>	-11.1777	-8.82638	-7.73525	-9.62098	-10.995	-9.76416	-12.0903	-10.3698	-10.7241	-10.1739	-9.81451	-8.46773	-11.9048	-9.23691	-9.43884	-10.5306	-8.06599	-11.3101	-9.46451	-10.7124	-9.17645	-9.91453	-9.90769	-8.8571	-9.10853	-9.39939	-8.80664	-7.50422	-9.64929	-9.06503	-10.1032	-10.8437	-10.1972	-9.43483	-9.8092	-11.3872
L__NOUN_VERB_VERB	22	3	sing	admits	correct	generated	The first compensation you consider whenever you add on policy	0	False	637	8	10	The first compensation you consider whenever you add on policy advises that the corps mode consistently runs out the police and leads into the mantra recording . <eos>	-17.2429	-16.5964	-13.428	-13.57	-14.281	-13.2783	-14.6307	-15.4528	-13.2464	-13.7484	-14.1823	-15.476	-12.9509	-12.3624	-15.0309	-14.0501	-15.4852	-15.3069	-13.2282	-16.3043	-13.6411	-15.5184	-14.6036	-16.7738	-14.6106	-14.5181	-14.1989	-12.3496	-15.3232	-15.3939	-13.241	-12.9817	-14.2434	-13.9685	-13.9625	-15.2902
L__NOUN_VERB_VERB	22	3	sing	admit	wrong	generated	The first compensation you consider whenever you add on policy	0	False	722	8	10	The first compensation you consider whenever you add on policy advises that the corps mode consistently runs out the police and leads into the mantra recording . <eos>	-14.4713	-14.2042	-14.9191	-13.2815	-15.5253	-12.4884	-12.961	-16.0718	-13.1887	-13.9587	-14.286	-14.0481	-12.8349	-12.6989	-15.0013	-14.0314	-14.837	-13.3796	-13.3805	-14.3461	-13.9297	-15.1942	-12.9502	-16.0787	-13.7201	-13.9232	-12.5717	-14.6705	-14.295	-16.1804	-13.4226	-13.6471	-14.3028	-14.1433	-13.3147	-14.0991
R__VERB_NOUN_CCONJ_VERB	7	0	sing	makes	correct	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	7718	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>	-5.18317	-6.63622	-5.42817	-6.51608	-6.58505	-6.67012	-8.05696	-6.00344	-5.60679	-6.35252	-6.35545	-4.63157	-6.09052	-5.925	-6.09681	-6.25883	-6.25276	-4.13314	-6.84388	-4.81453	-6.15401	-6.34276	-5.73549	-5.90862	-5.78468	-5.02813	-5.25589	-6.40037	-5.35256	-4.99479	-4.70253	-5.94561	-6.73222	-5.80637	-6.69734	-5.62755
R__VERB_NOUN_CCONJ_VERB	7	0	sing	make	wrong	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	24608	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>	-3.88443	-5.67869	-4.6064	-3.78289	-4.45527	-4.0427	-4.55376	-5.10231	-4.9761	-4.24031	-4.63474	-6.62309	-5.73813	-5.36818	-4.73785	-5.11663	-5.65657	-5.05317	-3.92375	-5.02712	-3.76492	-4.62941	-4.97068	-4.28044	-4.66797	-4.35148	-3.96847	-5.40647	-4.51293	-4.91039	-5.48773	-4.97818	-5.03707	-4.46073	-5.50312	-6.11611
L__NOUN_VERB_VERB	2	4	plur	beat	correct	generated	<unk> I do n't describe to the spelling that the communications we spend or suck to	1	False	2366	6	16	Whie I do n't describe to the spelling that the communications we spend or suck to consider no orbit on our corps ( which I meet is warmly dependent ) , it does remove me whenever centres realize out a creative sea of memories to gather the flipping on . <eos>	-9.6523	-10.0848	-7.97844	-8.98554	-8.50141	-7.61776	-8.67262	-8.86539	-10.1922	-8.54281	-7.75013	-7.74545	-9.52225	-8.41228	-9.82793	-10.3797	-7.74396	-9.45054	-8.5386	-7.30594	-8.75828	-9.4753	-8.82378	-9.12112	-9.79952	-8.52444	-6.47462	-10.0665	-8.38895	-8.74944	-8.2011	-8.26846	-9.13984	-9.32596	-9.36599	-7.39834
L__NOUN_VERB_VERB	2	4	plur	beats	wrong	generated	<unk> I do n't describe to the spelling that the communications we spend or suck to	1	False	644	6	16	Whie I do n't describe to the spelling that the communications we spend or suck to consider no orbit on our corps ( which I meet is warmly dependent ) , it does remove me whenever centres realize out a creative sea of memories to gather the flipping on . <eos>	-13.7415	-13.9439	-13.3415	-12.3072	-12.153	-11.3846	-13.5628	-12.2494	-12.6079	-11.346	-13.2572	-12.1717	-13.0004	-14.0976	-14.4453	-13.6513	-11.1799	-10.3998	-12.5503	-12.941	-13.8973	-12.372	-12.4404	-10.9216	-14.314	-11.3527	-12.9979	-11.337	-12.8547	-15.4799	-13.3885	-11.7973	-14.8578	-12.2988	-13.2922	-11.9007
R__VERB_NOUN_CCONJ_VERB	7	2	sing	continues	correct	generated	As you realize above the drawer , the thief of the various magnitude pays your meat and	0	True	5422	4	17	As you realize above the drawer , the thief of the various magnitude pays your meat and drops you hurt greater and cheaper . <eos>	-9.87097	-9.28162	-9.79126	-9.12272	-10.2459	-9.31589	-10.8611	-9.36388	-9.46851	-9.886	-9.75335	-7.44773	-9.93013	-9.9719	-9.58067	-10.2377	-9.41013	-10.9386	-9.35458	-8.68468	-11.0851	-10.7144	-9.53995	-10.0489	-13.3461	-8.84844	-9.45249	-13.0286	-8.66777	-9.57013	-9.74442	-9.44121	-8.89429	-8.69791	-10.257	-9.22819
R__VERB_NOUN_CCONJ_VERB	7	2	sing	continue	wrong	generated	As you realize above the drawer , the thief of the various magnitude pays your meat and	0	True	7260	4	17	As you realize above the drawer , the thief of the various magnitude pays your meat and drops you hurt greater and cheaper . <eos>	-8.46226	-8.63476	-8.55821	-8.41244	-9.69741	-8.40624	-9.05243	-8.4757	-7.8117	-9.16635	-8.94934	-11.5927	-8.39578	-10.796	-9.04656	-9.97994	-10.2418	-12.4842	-7.30277	-8.67968	-8.26732	-8.54999	-8.61491	-8.69092	-10.7123	-8.62319	-10.3953	-9.65802	-7.35547	-10.1717	-9.5735	-8.31196	-9.08333	-8.77924	-8.8417	-9.75853
R__VERB_NOUN_CCONJ_VERB	14	2	sing	states	correct	generated	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and	0	False	14851	5	21	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and sucks into the twin radio . <eos>	-10.9273	-12.6628	-12.9012	-13.5565	-12.6547	-12.8374	-14.8096	-11.4386	-13.1177	-13.1264	-13.3056	-12.5782	-11.7151	-12.554	-14.5653	-12.7824	-11.5131	-15.4226	-13.3023	-12.064	-15.846	-14.1967	-14.7383	-12.1946	-16.1526	-12.6116	-11.2837	-12.0517	-15.7288	-10.581	-11.3771	-11.8979	-12.1504	-13.2069	-14.1671	-14.4794
R__VERB_NOUN_CCONJ_VERB	14	2	sing	state	wrong	generated	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and	0	False	41160	5	21	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and sucks into the twin radio . <eos>	-11.2136	-12.2651	-10.3717	-10.4295	-12.8971	-12.3484	-12.9168	-13.2494	-10.279	-11.5202	-10.7318	-17.1527	-9.47725	-10.9115	-11.8639	-12.3665	-10.6895	-14.3865	-10.7211	-13.6376	-13.4596	-11.1562	-11.988	-9.90767	-15.3357	-12.3057	-10.4001	-11.4507	-10.7314	-13.8971	-9.8286	-10.0746	-10.0894	-10.0247	-14.4298	-13.2919
R__VERB_NOUN_CCONJ_VERB	5	5	plur	die	correct	generated	Make me translate if you propose any substances or	0	False	2523	4	9	Make me translate if you propose any substances or recognize anything aggressive . <eos>	-7.88175	-7.57967	-9.12969	-9.74728	-9.25722	-9.53589	-6.9288	-7.33219	-8.53665	-10.1142	-8.23342	-8.58038	-8.13447	-5.37347	-6.53319	-8.65142	-8.19017	-12.1884	-9.05539	-7.11158	-9.14659	-8.40577	-9.8795	-9.65397	-9.20375	-8.40894	-7.88452	-10.685	-8.90215	-7.83599	-8.66299	-10.0406	-10.1376	-7.59389	-9.97899	-8.74409
R__VERB_NOUN_CCONJ_VERB	5	5	plur	dies	wrong	generated	Make me translate if you propose any substances or	0	False	1245	4	9	Make me translate if you propose any substances or recognize anything aggressive . <eos>	-9.62712	-8.60222	-10.489	-9.61438	-9.34518	-9.23346	-8.36529	-9.39339	-10.9503	-9.75035	-9.3405	-9.38432	-10.3361	-7.4917	-7.89435	-9.08613	-8.98382	-10.1565	-10.1137	-9.04249	-9.827	-8.95924	-9.43409	-9.62435	-11.8334	-9.48096	-9.82891	-9.99564	-9.43435	-8.62655	-8.99079	-10.6441	-7.1776	-10.3729	-9.49028	-8.10701
R__VERB_NOUN_CCONJ_VERB	8	4	sing	tells	correct	generated	It plays the referral for beginner economy and	0	False	4064	7	8	It plays the referral for beginner economy and pretends , “ We are served that the Bob should not initiate with presidential - detective fry who respond to promote and meet supposedly and incorrectly in the holidays , media , and pants of scary trauma . ” <eos>	-12.2954	-11.7534	-12.6864	-12.4674	-13.7777	-12.0028	-12.7903	-11.4084	-13.2739	-11.4575	-12.5829	-14.7151	-13.8869	-13.5491	-11.9953	-11.9061	-11.3469	-13.2518	-12.6436	-11.5882	-12.9562	-12.0571	-11.7319	-12.27	-12.6046	-12.1982	-11.9726	-13.2911	-12.6329	-11.3448	-11.0344	-12.0897	-13.9113	-13.1865	-13.3138	-12.3365
R__VERB_NOUN_CCONJ_VERB	8	4	sing	tell	wrong	generated	It plays the referral for beginner economy and	0	False	2668	7	8	It plays the referral for beginner economy and pretends , “ We are served that the Bob should not initiate with presidential - detective fry who respond to promote and meet supposedly and incorrectly in the holidays , media , and pants of scary trauma . ” <eos>	-13.4414	-13.5197	-12.5506	-14.3532	-14.5737	-13.6994	-13.3091	-12.3532	-14.8282	-13.608	-13.5888	-13.5227	-14.1172	-14.7469	-13.0737	-13.8369	-13.8939	-12.5057	-12.645	-12.6636	-13.1581	-12.6418	-14.6576	-15.2636	-12.977	-12.1873	-13.3438	-14.2631	-12.8915	-12.0103	-13.2575	-13.9683	-14.4266	-14.3154	-12.8726	-12.2239
